ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-01-14,182.11849060916094,159.89609145650223,174.20532548848325,182.11849060916094,182.11849060916094,-15.225481252280803,-15.225481252280803,-15.225481252280803,3.12489877419325,3.12489877419325,3.12489877419325,-18.350380026474053,-18.350380026474053,-18.350380026474053,0.0,0.0,0.0,166.89300935688013
2022-01-18,180.8174217374916,159.21098494864967,174.10628552000531,180.8174217374916,180.8174217374916,-13.989304940162016,-13.989304940162016,-13.989304940162016,3.0864135289098487,3.0864135289098487,3.0864135289098487,-17.075718469071866,-17.075718469071866,-17.075718469071866,0.0,0.0,0.0,166.82811679732959
2022-01-19,180.49215451957426,159.68563278904338,173.71033815959748,180.49215451957426,180.49215451957426,-13.783603066790041,-13.783603066790041,-13.783603066790041,2.851686827396717,2.851686827396717,2.851686827396717,-16.63528989418676,-16.63528989418676,-16.63528989418676,0.0,0.0,0.0,166.7085514527842
2022-01-20,180.1668873016569,160.01801149050638,174.30446197096705,180.1668873016569,180.1668873016569,-13.34570843268798,-13.34570843268798,-13.34570843268798,2.806883217650077,2.806883217650077,2.806883217650077,-16.152591650338056,-16.152591650338056,-16.152591650338056,0.0,0.0,0.0,166.82117886896893
2022-01-21,179.8416200837396,160.5036892271256,174.5953906112196,179.8416200837396,179.8416200837396,-12.506601670221773,-12.506601670221773,-12.506601670221773,3.124898774193644,3.124898774193644,3.124898774193644,-15.631500444415416,-15.631500444415416,-15.631500444415416,0.0,0.0,0.0,167.33501841351782
2022-01-24,178.86581842998757,161.24104726955392,175.5163125702185,178.86581842998757,178.86581842998757,-10.720411648201038,-10.720411648201038,-10.720411648201038,3.1615062699712797,3.1615062699712797,3.1615062699712797,-13.881917918172318,-13.881917918172318,-13.881917918172318,0.0,0.0,0.0,168.14540678178653
2022-01-25,178.54055121207023,161.20128122132274,175.08604962550132,178.54055121207023,178.54055121207023,-10.166534349726863,-10.166534349726863,-10.166534349726863,3.086413528902093,3.086413528902093,3.086413528902093,-13.252947878628957,-13.252947878628957,-13.252947878628957,0.0,0.0,0.0,168.37401686234335
2022-01-26,178.21528399415288,161.26797937692717,175.86357227841503,178.21528399415288,178.21528399415288,-9.758312130235376,-9.758312130235376,-9.758312130235376,2.8516868273966156,2.8516868273966156,2.8516868273966156,-12.609998957631994,-12.609998957631994,-12.609998957631994,0.0,0.0,0.0,168.45697186391752
2022-01-27,177.89001677623557,162.13257167652395,176.09223775893167,177.89001677623557,177.89001677623557,-9.151920552965247,-9.151920552965247,-9.151920552965247,2.8068832176490655,2.8068832176490655,2.8068832176490655,-11.958803770614312,-11.958803770614312,-11.958803770614312,0.0,0.0,0.0,168.73809622327033
2022-01-28,177.5647495583182,162.217792637521,177.13465846915187,177.5647495583182,177.5647495583182,-8.180402884582282,-8.180402884582282,-8.180402884582282,3.1248987741863448,3.1248987741863448,3.1248987741863448,-11.305301658768627,-11.305301658768627,-11.305301658768627,0.0,0.0,0.0,169.3843466737359
2022-01-31,176.5889479045662,162.87292209763268,177.0116027204393,176.5889479045662,176.5889479045662,-6.230927168120785,-6.230927168120785,-6.230927168120785,3.161506269978829,3.161506269978829,3.161506269978829,-9.392433438099614,-9.392433438099614,-9.392433438099614,0.0,0.0,0.0,170.3580207364454
2022-02-01,176.26368068664885,163.6244033252629,177.44434698905215,176.26368068664885,176.26368068664885,-5.705058018646513,-5.705058018646513,-5.705058018646513,3.0864135289033565,3.0864135289033565,3.0864135289033565,-8.79147154754987,-8.79147154754987,-8.79147154754987,0.0,0.0,0.0,170.55862266800233
