ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-09-01,145.38519069076847,149.57125511479944,164.37520330622306,145.38519069076847,145.38519069076847,11.508328645951364,11.508328645951364,11.508328645951364,2.8068832176489598,2.8068832176489598,2.8068832176489598,8.701445428302405,8.701445428302405,8.701445428302405,0.0,0.0,0.0,156.89351933671983
2022-09-02,145.6960675345932,149.6566103688733,164.1079524557584,145.6960675345932,145.6960675345932,11.241637862687764,11.241637862687764,11.241637862687764,3.124898774204942,3.124898774204942,3.124898774204942,8.116739088482822,8.116739088482822,8.116739088482822,0.0,0.0,0.0,156.93770539728095
2022-09-06,145.74707916170124,147.70339585883212,161.04419144266848,145.74707916170124,145.74707916170124,8.622889671252713,8.622889671252713,8.622889671252713,3.0864135289076384,3.0864135289076384,3.0864135289076384,5.536476142345074,5.536476142345074,5.536476142345074,0.0,0.0,0.0,154.36996883295396
2022-09-07,145.75983206847826,146.75919484903375,160.97994019483704,145.75983206847826,145.75983206847826,7.713415201695578,7.713415201695578,7.713415201695578,2.851686827396023,2.851686827396023,2.851686827396023,4.861728374299555,4.861728374299555,4.861728374299555,0.0,0.0,0.0,153.47324727017383
2022-09-08,145.77258497525526,145.31764977111925,159.5098288266205,145.77258497525526,145.77258497525526,6.994773932312918,6.994773932312918,6.994773932312918,2.8068832176399767,2.8068832176399767,2.8068832176399767,4.187890714672941,4.187890714672941,4.187890714672941,0.0,0.0,0.0,152.76735890756817
2022-09-09,145.7853378820323,145.00684742170031,159.2522169079754,145.7853378820323,145.7853378820323,6.646103606466969,6.646103606466969,6.646103606466969,3.1248987741899508,3.1248987741899508,3.1248987741899508,3.521204832277019,3.521204832277019,3.521204832277019,0.0,0.0,0.0,152.43144148849927
2022-09-12,145.82359660236335,143.49455356968267,157.9952081484166,145.82359660236335,145.82359660236335,4.782664561257004,4.782664561257004,4.782664561257004,3.161506269998785,3.161506269998785,3.161506269998785,1.6211582912582185,1.6211582912582185,1.6211582912582185,0.0,0.0,0.0,150.60626116362036
2022-09-13,145.83634950914038,143.1380228595977,157.006713970153,145.83634950914038,145.83634950914038,4.124025450737491,4.124025450737491,4.124025450737491,3.086413528908901,3.086413528908901,3.086413528908901,1.0376119218285902,1.0376119218285902,1.0376119218285902,0.0,0.0,0.0,149.96037495987787
2022-09-14,145.84910241591737,141.89579653566093,156.3559169196331,145.84910241591737,145.84910241591737,3.337278356731821,3.337278356731821,3.337278356731821,2.8516868273965272,2.8516868273965272,2.8516868273965272,0.48559152933529365,0.48559152933529365,0.48559152933529365,0.0,0.0,0.0,149.1863807726492
2022-09-15,145.8618553226944,141.45701100381703,156.5928066235588,145.8618553226944,145.8618553226944,2.7748473269346845,2.7748473269346845,2.7748473269346845,2.806883217643127,2.806883217643127,2.806883217643127,-0.03203589070844245,-0.03203589070844245,-0.03203589070844245,0.0,0.0,0.0,148.6367026496291
2022-09-16,145.87460822947142,141.38343378679974,155.96166687997246,145.87460822947142,145.87460822947142,2.611698727505195,2.611698727505195,2.611698727505195,3.124898774190344,3.124898774190344,3.124898774190344,-0.513200046685149,-0.513200046685149,-0.513200046685149,0.0,0.0,0.0,148.48630695697662
2022-09-19,145.9128669498025,140.321263876482,154.04352587269275,145.9128669498025,145.9128669498025,1.4321948498526649,1.4321948498526649,1.4321948498526649,3.1615062699747027,3.1615062699747027,3.1615062699747027,-1.7293114201220379,-1.7293114201220379,-1.7293114201220379,0.0,0.0,0.0,147.34506179965516
2022-09-20,145.9256198565795,139.87337128900222,153.73099321500305,145.9256198565795,145.9256198565795,1.0264947160394915,1.0264947160394915,1.0264947160394915,3.0864135289011454,3.0864135289011454,3.0864135289011454,-2.059918812861654,-2.059918812861654,-2.059918812861654,0.0,0.0,0.0,146.95211457261897
2022-09-21,145.9383727633565,139.16836737435335,153.7096760262033,145.9383727633565,145.9383727633565,0.49623191262469696,0.49623191262469696,0.49623191262469696,2.8516868273964278,2.8516868273964278,2.8516868273964278,-2.3554549147717303,-2.3554549147717303,-2.3554549147717303,0.0,0.0,0.0,146.4346046759812
2022-09-22,145.95112567013354,139.1104427393039,153.60405633914567,145.95112567013354,145.95112567013354,0.18863800245416912,0.18863800245416912,0.18863800245416912,2.8068832176421163,2.8068832176421163,2.8068832176421163,-2.6182452151879474,-2.6182452151879474,-2.6182452151879474,0.0,0.0,0.0,146.1397636725877
2022-09-23,145.96387857691053,139.01685659691864,153.6093631071673,145.96387857691053,145.96387857691053,0.2737738366794349,0.2737738366794349,0.2737738366794349,3.124898774183046,3.124898774183046,3.124898774183046,-2.8511249375036107,-2.8511249375036107,-2.8511249375036107,0.0,0.0,0.0,146.23765241358996
2022-09-26,146.00213729724157,138.091555728541,153.1476506271664,146.00213729724157,146.00213729724157,-0.24272768257097413,-0.24272768257097413,-0.24272768257097413,3.161506269982252,3.161506269982252,3.161506269982252,-3.404233952553226,-3.404233952553226,-3.404233952553226,0.0,0.0,0.0,145.7594096146706
2022-09-27,146.01489020401863,138.30520472436427,152.78642716200588,146.01489020401863,146.01489020401863,-0.4661211926072718,-0.4661211926072718,-0.4661211926072718,3.086413528902409,3.086413528902409,3.086413528902409,-3.552534721509681,-3.552534721509681,-3.552534721509681,0.0,0.0,0.0,145.54876901141137
2022-09-28,146.02764311079562,137.6344746687505,152.2015939848849,146.02764311079562,146.02764311079562,-0.837531433609407,-0.837531433609407,-0.837531433609407,2.8516868273961338,2.8516868273961338,2.8516868273961338,-3.6892182610055406,-3.6892182610055406,-3.6892182610055406,0.0,0.0,0.0,145.19011167718622
2022-09-29,146.04039601757265,137.93501706971864,152.77725871712428,146.04039601757265,146.04039601757265,-1.0111570187567338,-1.0111570187567338,-1.0111570187567338,2.8068832176452667,2.8068832176452667,2.8068832176452667,-3.8180402364020005,-3.8180402364020005,-3.8180402364020005,0.0,0.0,0.0,145.0292389988159
2022-09-30,146.05314892434967,137.51653072287698,151.98867029639337,146.05314892434967,146.05314892434967,-0.8176645563889491,-0.8176645563889491,-0.8176645563889491,3.124898774206299,3.124898774206299,3.124898774206299,-3.9425633305952483,-3.9425633305952483,-3.9425633305952483,0.0,0.0,0.0,145.2354843679607
2022-10-03,146.09140764468071,137.38715505643654,152.23574043347685,146.09140764468071,146.09140764468071,-1.1599620421627956,-1.1599620421627956,-1.1599620421627956,3.1615062699818695,3.1615062699818695,3.1615062699818695,-4.321468312144665,-4.321468312144665,-4.321468312144665,0.0,0.0,0.0,144.93144560251793
2022-10-04,146.1041605514577,137.4713994013349,152.15671253764387,146.1041605514577,146.1041605514577,-1.37159427310089,-1.37159427310089,-1.37159427310089,3.086413528899162,3.086413528899162,3.086413528899162,-4.458007802000052,-4.458007802000052,-4.458007802000052,0.0,0.0,0.0,144.7325662783568
2022-10-05,146.11691345823473,137.08505229737807,152.15943665469456,146.11691345823473,146.11691345823473,-1.751106214228093,-1.751106214228093,-1.751106214228093,2.8516868273970224,2.8516868273970224,2.8516868273970224,-4.602793041625116,-4.602793041625116,-4.602793041625116,0.0,0.0,0.0,144.36580724400665
2022-10-06,146.1296663650118,136.6172648926552,151.34047091641065,146.1296663650118,146.1296663650118,-1.9501092647537168,-1.9501092647537168,-1.9501092647537168,2.8068832176442555,2.8068832176442555,2.8068832176442555,-4.756992482397973,-4.756992482397973,-4.756992482397973,0.0,0.0,0.0,144.17955710025808
2022-10-07,146.14241927178878,137.0853761209336,151.41118996678077,146.14241927178878,146.14241927178878,-1.796400317372233,-1.796400317372233,-1.796400317372233,3.1248987741990013,3.1248987741990013,3.1248987741990013,-4.9212990915712345,-4.9212990915712345,-4.9212990915712345,0.0,0.0,0.0,144.34601895441654
2022-10-10,146.17280961986506,136.69727261560055,151.19845629891597,146.17280961986506,146.17280961986506,-2.3135647104343926,-2.3135647104343926,-2.3135647104343926,3.161506269989418,3.161506269989418,3.161506269989418,-5.475070980423811,-5.475070980423811,-5.475070980423811,0.0,0.0,0.0,143.85924490943066
2022-10-11,146.18293973589047,136.1097195527695,150.93492200989408,146.18293973589047,146.18293973589047,-2.59160527228315,-2.59160527228315,-2.59160527228315,3.086413528908141,3.086413528908141,3.086413528908141,-5.678018801191291,-5.678018801191291,-5.678018801191291,0.0,0.0,0.0,143.59133446360732
2022-10-12,146.19306985191588,135.84761132323655,150.39275618537965,146.19306985191588,146.19306985191588,-3.036661672478823,-3.036661672478823,-3.036661672478823,2.8516868273969216,2.8516868273969216,2.8516868273969216,-5.888348499875744,-5.888348499875744,-5.888348499875744,0.0,0.0,0.0,143.15640817943705
2022-10-13,146.2031999679413,135.6230119120928,149.8569215031136,146.2031999679413,146.2031999679413,-3.29771663767333,-3.29771663767333,-3.29771663767333,2.8068832176515675,2.8068832176515675,2.8068832176515675,-6.1045998553248975,-6.1045998553248975,-6.1045998553248975,0.0,0.0,0.0,142.90548333026797
2022-10-14,146.21333008396672,135.85054661776644,149.83874577485204,146.21333008396672,146.21333008396672,-3.2002450596554373,-3.2002450596554373,-3.2002450596554373,3.124898774199394,3.124898774199394,3.124898774199394,-6.325143833854831,-6.325143833854831,-6.325143833854831,0.0,0.0,0.0,143.0130850243113
2022-10-17,146.24372043204295,134.61170750665917,149.7360567502724,146.24372043204295,146.24372043204295,-3.833512967678952,-3.833512967678952,-3.833512967678952,3.1615062699890357,3.1615062699890357,3.1615062699890357,-6.9950192376679885,-6.9950192376679885,-6.9950192376679885,0.0,0.0,0.0,142.410207464364
2022-10-18,146.25385054806839,134.8884133748756,149.5666974722123,146.25385054806839,146.25385054806839,-4.128812557695369,-4.128812557695369,-4.128812557695369,3.086413528904895,3.086413528904895,3.086413528904895,-7.215226086600263,-7.215226086600263,-7.215226086600263,0.0,0.0,0.0,142.12503799037302
2022-10-19,146.2639806640938,134.79557232479513,148.86807889618035,146.2639806640938,146.2639806640938,-4.5794722228917175,-4.5794722228917175,-4.5794722228917175,2.851686827396821,2.851686827396821,2.851686827396821,-7.431159050288539,-7.431159050288539,-7.431159050288539,0.0,0.0,0.0,141.68450844120207
2022-10-20,146.27411078011923,134.3084184496123,148.67439712492686,146.27411078011923,146.27411078011923,-4.834497176566298,-4.834497176566298,-4.834497176566298,2.8068832176505567,2.8068832176505567,2.8068832176505567,-7.641380394216855,-7.641380394216855,-7.641380394216855,0.0,0.0,0.0,141.43961360355294
2022-10-21,146.28424089614464,134.56441017114773,148.46405677694707,146.28424089614464,146.28424089614464,-4.719732018767778,-4.719732018767778,-4.719732018767778,3.1248987741920957,3.1248987741920957,3.1248987741920957,-7.844630792959873,-7.844630792959873,-7.844630792959873,0.0,0.0,0.0,141.56450887737685
2022-10-24,146.3146312442209,133.9128583640245,148.26466773991348,146.3146312442209,146.3146312442209,-5.241466879519141,-5.241466879519141,-5.241466879519141,3.161506270004517,3.161506270004517,3.161506270004517,-8.402973149523659,-8.402973149523659,-8.402973149523659,0.0,0.0,0.0,141.07316436470174
2022-10-25,146.3247613602463,133.98774038601144,147.80732112308328,146.3247613602463,146.3247613602463,-5.483367682976821,-5.483367682976821,-5.483367682976821,3.086413528906158,3.086413528906158,3.086413528906158,-8.56978121188298,-8.56978121188298,-8.56978121188298,0.0,0.0,0.0,140.84139367726948
2022-10-26,146.33489147627174,133.22930286882092,147.78975749724174,146.33489147627174,146.33489147627174,-5.87464483672579,-5.87464483672579,-5.87464483672579,2.851686827396527,2.851686827396527,2.851686827396527,-8.726331664122316,-8.726331664122316,-8.726331664122316,0.0,0.0,0.0,140.46024663954594
2022-10-27,146.34502159229712,133.21011632563153,147.3363228749293,146.34502159229712,146.34502159229712,-6.0656248349106825,-6.0656248349106825,-6.0656248349106825,2.806883217641573,2.806883217641573,2.806883217641573,-8.872508052552256,-8.872508052552256,-8.872508052552256,0.0,0.0,0.0,140.27939675738642
2022-10-28,146.35515170832255,133.31592783773002,147.48901713963772,146.35515170832255,146.35515170832255,-5.883419058478851,-5.883419058478851,-5.883419058478851,3.1248987741924887,3.1248987741924887,3.1248987741924887,-9.00831783267134,-9.00831783267134,-9.00831783267134,0.0,0.0,0.0,140.4717326498437
2022-10-31,146.3855420563988,132.54847761642705,146.7857510998295,146.3855420563988,146.3855420563988,-6.193219342710512,-6.193219342710512,-6.193219342710512,3.161506270004134,3.161506270004134,3.161506270004134,-9.354725612714645,-9.354725612714645,-9.354725612714645,0.0,0.0,0.0,140.1923227136883
2022-11-01,146.3956721724242,132.54534509724922,147.37705493828753,146.3956721724242,146.3956721724242,-6.363934050288761,-6.363934050288761,-6.363934050288761,3.0864135289106267,3.0864135289106267,3.0864135289106267,-9.450347579199388,-9.450347579199388,-9.450347579199388,0.0,0.0,0.0,140.03173812213547
2022-11-02,146.40580228844962,132.69589215252813,147.21966950813282,146.40580228844962,146.40580228844962,-6.684525000485682,-6.684525000485682,-6.684525000485682,2.851686827396233,2.851686827396233,2.851686827396233,-9.536211827881914,-9.536211827881914,-9.536211827881914,0.0,0.0,0.0,139.72127728796394
2022-11-03,146.41593240447506,132.1804364133218,147.01339277587164,146.41593240447506,146.41593240447506,-6.805415481283605,-6.805415481283605,-6.805415481283605,2.806883217644723,2.806883217644723,2.806883217644723,-9.612298698928328,-9.612298698928328,-9.612298698928328,0.0,0.0,0.0,139.61051692319145
2022-11-04,146.42606252050047,132.7929845673027,146.73031116920458,146.42606252050047,146.42606252050047,-6.553572012821867,-6.553572012821867,-6.553572012821867,3.124898774177499,3.124898774177499,3.124898774177499,-9.678470786999366,-9.678470786999366,-9.678470786999366,0.0,0.0,0.0,139.8724905076786
2022-11-07,146.45645286857672,132.65826159796725,147.00041176823947,146.45645286857672,146.45645286857672,-6.652516212932344,-6.652516212932344,-6.652516212932344,3.1615062699800514,3.1615062699800514,3.1615062699800514,-9.814022482912396,-9.814022482912396,-9.814022482912396,0.0,0.0,0.0,139.80393665564438
2022-11-08,146.46658298460213,133.11559874802663,146.75386056955804,146.46658298460213,146.46658298460213,-6.749910506157699,-6.749910506157699,-6.749910506157699,3.08641352891189,3.08641352891189,3.08641352891189,-9.83632403506959,-9.83632403506959,-9.83632403506959,0.0,0.0,0.0,139.71667247844442
2022-11-09,146.47671310062756,132.33261353964795,146.7470902944608,146.47671310062756,146.47671310062756,-6.994206561645657,-6.994206561645657,-6.994206561645657,2.851686827396132,2.851686827396132,2.851686827396132,-9.84589338904179,-9.84589338904179,-9.84589338904179,0.0,0.0,0.0,139.4825065389819
2022-11-10,146.48684321665294,131.97025616684462,146.5439993917506,146.48684321665294,146.48684321665294,-7.0349056399561505,-7.0349056399561505,-7.0349056399561505,2.8068832176478744,2.8068832176478744,2.8068832176478744,-9.841788857604024,-9.841788857604024,-9.841788857604024,0.0,0.0,0.0,139.4519375766968
2022-11-11,146.49697333166466,133.08053944444447,146.77637684977535,146.49697333166466,146.49697333166466,-6.6981006368740506,-6.6981006368740506,-6.6981006368740506,3.1248987741778924,3.1248987741778924,3.1248987741778924,-9.822999411051942,-9.822999411051942,-9.822999411051942,0.0,0.0,0.0,139.79887269479062
2022-11-14,146.52736367669985,132.68369612626643,147.21080296219932,146.52736367669985,146.52736367669985,-6.506747862782273,-6.506747862782273,-6.506747862782273,3.1615062699876004,3.1615062699876004,3.1615062699876004,-9.668254132769873,-9.668254132769873,-9.668254132769873,0.0,0.0,0.0,140.02061581391757
2022-11-15,146.53749379171157,132.39762580864672,146.92631691302992,146.53749379171157,146.53749379171157,-6.494335347465071,-6.494335347465071,-6.494335347465071,3.0864135289041355,3.0864135289041355,3.0864135289041355,-9.580748876369206,-9.580748876369206,-9.580748876369206,0.0,0.0,0.0,140.0431584442465
2022-11-16,146.54762390672332,132.92841964356148,147.29440586350896,146.54762390672332,146.54762390672332,-6.622362287661016,-6.622362287661016,-6.622362287661016,2.8516868273960316,2.8516868273960316,2.8516868273960316,-9.474049115057047,-9.474049115057047,-9.474049115057047,0.0,0.0,0.0,139.9252616190623
2022-11-17,146.55775402173504,132.3936239296076,146.71740442411547,146.55775402173504,146.55775402173504,-6.540846915398759,-6.540846915398759,-6.540846915398759,2.8068832176468637,2.8068832176468637,2.8068832176468637,-9.347730133045623,-9.347730133045623,-9.347730133045623,0.0,0.0,0.0,140.01690710633628
2022-11-18,146.56788413674676,133.08955803772668,147.82119408266502,146.56788413674676,146.56788413674676,-6.07675273124767,-6.07675273124767,-6.07675273124767,3.124898774193455,3.124898774193455,3.124898774193455,-9.201651505441125,-9.201651505441125,-9.201651505441125,0.0,0.0,0.0,140.4911314054991
2022-11-21,146.59827448178194,133.80461186503743,148.61348979317256,146.59827448178194,146.59827448178194,-5.487178033801328,-5.487178033801328,-5.487178033801328,3.1615062699951495,3.1615062699951495,3.1615062699951495,-8.648684303796477,-8.648684303796477,-8.648684303796477,0.0,0.0,0.0,141.11109644798063
2022-11-22,146.60840459679366,134.47005361109618,148.29165953966668,146.60840459679366,146.60840459679366,-5.3429809646429565,-5.3429809646429565,-5.3429809646429565,3.086413528905398,3.086413528905398,3.086413528905398,-8.429394493548354,-8.429394493548354,-8.429394493548354,0.0,0.0,0.0,141.2654236321507
2022-11-23,146.61853471180538,133.40684917540014,148.32839034283526,146.61853471180538,146.61853471180538,-5.343660056102364,-5.343660056102364,-5.343660056102364,2.8516868273967284,2.8516868273967284,2.8516868273967284,-8.195346883499093,-8.195346883499093,-8.195346883499093,0.0,0.0,0.0,141.27487465570303
2022-11-25,146.63879494182885,134.84678457585585,148.76042110064543,146.63879494182885,146.63879494182885,-4.567770286604383,-4.567770286604383,-4.567770286604383,3.124898774193848,3.124898774193848,3.124898774193848,-7.692669060798232,-7.692669060798232,-7.692669060798232,0.0,0.0,0.0,142.07102465522448
2022-11-28,146.66918528686404,135.29535303081417,150.3309783956491,146.66918528686404,146.66918528686404,-3.7381986934690765,-3.7381986934690765,-3.7381986934690765,3.1615062699710674,3.1615062699710674,3.1615062699710674,-6.899704963440144,-6.899704963440144,-6.899704963440144,0.0,0.0,0.0,142.93098659339495
2022-11-29,146.67931540187578,135.94712960232928,150.4452886479818,146.67931540187578,146.67931540187578,-3.5538510670468004,-3.5538510670468004,-3.5538510670468004,3.086413528902152,3.086413528902152,3.086413528902152,-6.640264595948953,-6.640264595948953,-6.640264595948953,0.0,0.0,0.0,143.125464334829
2022-11-30,146.6894455168875,135.50817464698264,149.99508062288996,146.6894455168875,146.6894455168875,-3.538784726940907,-3.538784726940907,-3.538784726940907,2.851686827396435,2.851686827396435,2.851686827396435,-6.390471554337342,-6.390471554337342,-6.390471554337342,0.0,0.0,0.0,143.15066078994658
2022-12-01,146.69957563189925,135.75739009181578,150.51244466875127,146.69957563189925,146.69957563189925,-3.348044339929134,-3.348044339929134,-3.348044339929134,2.806883217649002,2.806883217649002,2.806883217649002,-6.1549275575781355,-6.1549275575781355,-6.1549275575781355,0.0,0.0,0.0,143.3515312919701
2022-12-02,146.70970574691094,136.8469639257053,151.02903357005218,146.70970574691094,146.70970574691094,-2.8134122452045145,-2.8134122452045145,-2.8134122452045145,3.1248987741865495,3.1248987741865495,3.1248987741865495,-5.9383110193910635,-5.9383110193910635,-5.9383110193910635,0.0,0.0,0.0,143.89629350170642
2022-12-05,146.74009609194616,137.53253670852365,151.87976166702285,146.74009609194616,146.74009609194616,-2.286654114557488,-2.286654114557488,-2.286654114557488,3.161506269978615,3.161506269978615,3.161506269978615,-5.448160384536103,-5.448160384536103,-5.448160384536103,0.0,0.0,0.0,144.45344197738868
2022-12-06,146.75022620695788,137.32967183646144,151.78134767110768,146.75022620695788,146.75022620695788,-2.266140069290882,-2.266140069290882,-2.266140069290882,3.0864135289034142,3.0864135289034142,3.0864135289034142,-5.352553598194296,-5.352553598194296,-5.352553598194296,0.0,0.0,0.0,144.484086137667
2022-12-07,146.7603563219696,137.15903880288573,150.96508069751627,146.7603563219696,146.7603563219696,-2.445697988317673,-2.445697988317673,-2.445697988317673,2.851686827396527,2.851686827396527,2.851686827396527,-5.2973848157142,-5.2973848157142,-5.2973848157142,0.0,0.0,0.0,144.31465833365192
2022-12-08,146.77048643698132,136.5096296873811,151.2589452817935,146.77048643698132,146.77048643698132,-2.479093884026725,-2.479093884026725,-2.479093884026725,2.806883217652153,2.806883217652153,2.806883217652153,-5.285977101678878,-5.285977101678878,-5.285977101678878,0.0,0.0,0.0,144.2913925529546
2022-12-09,146.78061655199306,137.25347816887023,151.54149111064532,146.78061655199306,146.78061655199306,-2.196245910945321,-2.196245910945321,-2.196245910945321,3.1248987742098038,3.1248987742098038,3.1248987742098038,-5.321144685155125,-5.321144685155125,-5.321144685155125,0.0,0.0,0.0,144.58437064104774
2022-12-12,146.81100689702822,136.88846804181554,151.75413526335487,146.81100689702822,146.81100689702822,-2.563843045746423,-2.563843045746423,-2.563843045746423,3.161506269978233,3.161506269978233,3.161506269978233,-5.725349315724656,-5.725349315724656,-5.725349315724656,0.0,0.0,0.0,144.2471638512818
2022-12-13,146.82113701203997,136.67470609068906,150.90391551215987,146.82113701203997,146.82113701203997,-2.876372820425338,-2.876372820425338,-2.876372820425338,3.0864135289001675,3.0864135289001675,3.0864135289001675,-5.962786349325506,-5.962786349325506,-5.962786349325506,0.0,0.0,0.0,143.94476419161464
2022-12-14,146.8312671270517,136.6513539971715,150.45479649718783,146.8312671270517,146.8312671270517,-3.3997122550435264,-3.3997122550435264,-3.3997122550435264,2.8516868273962324,2.8516868273962324,2.8516868273962324,-6.25139908243976,-6.25139908243976,-6.25139908243976,0.0,0.0,0.0,143.43155487200815
2022-12-15,146.84139724206344,136.1511525854589,150.40668641795637,146.84139724206344,146.84139724206344,-3.7831285983333274,-3.7831285983333274,-3.7831285983333274,2.8068832176473313,2.8068832176473313,2.8068832176473313,-6.590011815980659,-6.590011815980659,-6.590011815980659,0.0,0.0,0.0,143.05826864373012
2022-12-16,146.93210211333292,135.58491947424508,150.14937261981595,146.93210211333292,146.93210211333292,-3.851844595690683,-3.851844595690683,-3.851844595690683,3.124898774202505,3.124898774202505,3.124898774202505,-6.976743369893188,-6.976743369893188,-6.976743369893188,0.0,0.0,0.0,143.08025751764222
2022-12-19,147.20421672714133,134.73893981419795,149.5267180702861,147.20421672714133,147.20421672714133,-5.235319830273706,-5.235319830273706,-5.235319830273706,3.1615062699937138,3.1615062699937138,3.1615062699937138,-8.39682610026742,-8.39682610026742,-8.39682610026742,0.0,0.0,0.0,141.96889689686762
2022-12-20,147.2949215984108,134.5471106913222,148.74086030861721,147.2949215984108,147.2949215984108,-5.857754685287607,-5.857754685287607,-5.857754685287607,3.0864135289091466,3.0864135289091466,3.0864135289091466,-8.944168214196754,-8.944168214196754,-8.944168214196754,0.0,0.0,0.0,141.4371669131232
2022-12-21,147.3856264696803,133.63887848383237,148.03644181233267,147.3856264696803,147.3856264696803,-6.669166161674776,-6.669166161674776,-6.669166161674776,2.851686827396131,2.851686827396131,2.851686827396131,-9.520852989070908,-9.520852989070908,-9.520852989070908,0.0,0.0,0.0,140.7164603080055
2022-12-22,147.47633134094974,132.9198363732865,147.2592328208292,147.47633134094974,147.47633134094974,-7.314754978540053,-7.314754978540053,-7.314754978540053,2.806883217646321,2.806883217646321,2.806883217646321,-10.121638196186375,-10.121638196186375,-10.121638196186375,0.0,0.0,0.0,140.16157636240968
2022-12-23,147.56703621221922,133.0965592274218,147.69939042380858,147.56703621221922,147.56703621221922,-7.616052709584266,-7.616052709584266,-7.616052709584266,3.1248987742028977,3.1248987742028977,3.1248987742028977,-10.740951483787162,-10.740951483787162,-10.740951483787162,0.0,0.0,0.0,139.95098350263495
2022-12-27,147.9298556972971,130.8620262906661,144.51885076492738,147.9298556972971,147.9298556972971,-10.198624522963515,-10.198624522963515,-10.198624522963515,3.086413528905901,3.086413528905901,3.086413528905901,-13.285038051869417,-13.285038051869417,-13.285038051869417,0.0,0.0,0.0,137.7312311743336
2022-12-28,148.02056056856662,130.28579771521817,143.97943257051563,148.02056056856662,148.02056056856662,-11.05586336195306,-11.05586336195306,-11.05586336195306,2.8516868273958385,2.8516868273958385,2.8516868273958385,-13.907550189348898,-13.907550189348898,-13.907550189348898,0.0,0.0,0.0,136.96469720661355
2022-12-29,148.11126543983607,129.64136143321755,144.07912427220697,148.11126543983607,148.11126543983607,-11.705886240224629,-11.705886240224629,-11.705886240224629,2.806883217649471,2.806883217649471,2.806883217649471,-14.5127694578741,-14.5127694578741,-14.5127694578741,0.0,0.0,0.0,136.40537919961145
2022-12-30,148.20197031110555,128.83803401402804,143.47541036987346,148.20197031110555,148.20197031110555,-11.970154738494355,-11.970154738494355,-11.970154738494355,3.124898774187908,3.124898774187908,3.124898774187908,-15.095053512682263,-15.095053512682263,-15.095053512682263,0.0,0.0,0.0,136.2318155726112
2023-01-03,148.56478979618345,127.41043154417731,141.90679540732188,148.56478979618345,148.56478979618345,-14.006273630092585,-14.006273630092585,-14.006273630092585,3.086413528907165,3.086413528907165,3.086413528907165,-17.092687158999748,-17.092687158999748,-17.092687158999748,0.0,0.0,0.0,134.55851616609087
2023-01-04,148.6554946674529,126.9932708839718,141.15410459754344,148.6554946674529,148.6554946674529,-14.635310920000679,-14.635310920000679,-14.635310920000679,2.851686827395737,2.851686827395737,2.851686827395737,-17.486997747396416,-17.486997747396416,-17.486997747396416,0.0,0.0,0.0,134.02018374745222
2023-01-05,148.7461995387224,126.55032188765442,140.46577810243156,148.7461995387224,148.7461995387224,-15.025014635840902,-15.025014635840902,-15.025014635840902,2.8068832176363268,2.8068832176363268,2.8068832176363268,-17.83189785347723,-17.83189785347723,-17.83189785347723,0.0,0.0,0.0,133.7211849028815
2023-01-06,148.83690440999186,126.42395948784787,141.15152697931518,148.83690440999186,148.83690440999186,-14.999625867131783,-14.999625867131783,-14.999625867131783,3.124898774188302,3.124898774188302,3.124898774188302,-18.124524641320086,-18.124524641320086,-18.124524641320086,0.0,0.0,0.0,133.83727854286008
2023-01-09,149.1090190238003,126.74311152786885,140.93498881772183,149.1090190238003,149.1090190238003,-15.506001936938675,-15.506001936938675,-15.506001936938675,3.161506270000498,3.161506270000498,3.161506270000498,-18.66750820693917,-18.66750820693917,-18.66750820693917,0.0,0.0,0.0,133.60301708686163
2023-01-10,149.19972389506978,126.46090093686698,140.54709015260136,149.19972389506978,149.19972389506978,-15.645832827443321,-15.645832827443321,-15.645832827443321,3.0864135288994086,3.0864135288994086,3.0864135288994086,-18.73224635634273,-18.73224635634273,-18.73224635634273,0.0,0.0,0.0,133.55389106762647
2023-01-11,149.29042876633923,126.1177679888864,140.89481142800352,149.29042876633923,149.29042876633923,-15.886071869143656,-15.886071869143656,-15.886071869143656,2.851686827396626,2.851686827396626,2.851686827396626,-18.737758696540283,-18.737758696540283,-18.737758696540283,0.0,0.0,0.0,133.40435689719558
2023-01-12,149.3811336376087,126.53371186428666,140.87339934943887,149.3811336376087,149.3811336376087,-15.87721443945307,-15.87721443945307,-15.87721443945307,2.8068832176436387,2.8068832176436387,2.8068832176436387,-18.684097657096707,-18.684097657096707,-18.684097657096707,0.0,0.0,0.0,133.50391919815564
2023-01-13,149.4718385088782,127.05386532723382,141.00676988493473,149.4718385088782,149.4718385088782,-15.44687593171356,-15.44687593171356,-15.44687593171356,3.1248987741886953,3.1248987741886953,3.1248987741886953,-18.571774705902257,-18.571774705902257,-18.571774705902257,0.0,0.0,0.0,134.02496257716464
2023-01-17,149.83465799395609,128.07157934889722,142.5130552392181,149.83465799395609,149.83465799395609,-14.475093158804881,-14.475093158804881,-14.475093158804881,3.086413528900672,3.086413528900672,3.086413528900672,-17.561506687705553,-17.561506687705553,-17.561506687705553,0.0,0.0,0.0,135.35956483515122
