Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.261049270629883,24.729272337596463,23.82167345251905,24.71817633026032,212818400
2015-01-05,23.57756996154785,24.110145998105324,23.391169279909636,24.030259507971074,257142000
2015-01-06,23.57979393005371,23.83942422525078,23.218085117057225,23.641927502270494,263188400
2015-01-07,23.910430908203125,24.010288179106578,23.677428352078227,23.788381627754344,160423600
2015-01-08,24.82912826538086,24.886824452930725,24.121245700213183,24.23885761526062,237458000
2015-01-09,24.85576057434082,25.13092430460362,24.456327987658426,25.00221806078228,214798000
2015-01-12,24.24329948425293,24.99334328901782,24.14344217731256,24.986686360956895,198603200
2015-01-13,24.45854949951172,25.03106902223723,24.167852350389513,24.727056323810135,268367600
2015-01-14,24.365346908569336,24.518461321069434,24.076867632996397,24.196697407787628,195826400
2015-01-15,23.704065322875977,24.42304230497845,23.66856114368005,24.40972844940662,240056000
2015-01-16,23.519880294799805,23.872712672689556,23.34457387588783,23.75066336426571,314053200
2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600
2015-01-21,24.309864044189453,24.644941726946904,24.02582222854224,24.176718755318422,194303600
2015-01-22,24.942296981811523,24.95783037285458,24.347587350000268,24.467417092194996,215185600
2015-01-23,25.071001052856445,25.241868339769383,24.749235561509025,24.920104541434466,185859200
2015-01-26,25.09763526916504,25.377238049714297,25.03106430723337,25.23965535290147,222460000
2015-01-27,24.218887329101562,24.96005628837227,24.194477466510985,24.94674074049636,382274800
2015-01-28,25.58804702758789,26.211605664482956,25.58804702758789,26.102870222038018,585908400
2015-01-29,26.384685516357422,26.449038610196357,25.643516860602407,25.81216628952471,337745600
2015-01-30,25.998577117919922,26.62879102622777,25.929784923186702,26.273740817813987,334982000
2015-02-02,26.324779510498047,26.44460927839695,25.758918692823972,26.19607496839598,250956400
2015-02-03,26.329219818115234,26.42685757601918,26.0984367387742,26.295933487755963,207662800
2015-02-04,26.53114891052246,26.741961167377898,26.253765698617492,26.295928488591134,280598800
2015-02-05,26.72051239013672,26.78511946783196,26.566792043217205,26.738333684226184,168984800
2015-02-06,26.495502471923828,26.789575078393263,26.388566206073904,26.7383343948269,174826400
2015-02-09,26.6715087890625,26.69824158884598,26.38411929352651,26.410853793004787,155559200
2015-02-10,27.183900833129883,27.212863625618194,26.769527237525242,26.7717538371825,248034000
2015-02-11,27.821062088012695,27.829973586883128,27.290840652931514,27.350991145688674,294247200
2015-02-12,28.17306137084961,28.400300364797214,27.974785175957063,28.083948073217112,297898000
2015-02-13,28.311185836791992,28.355741633824508,27.99260695889488,28.355741633824508,217088800
2015-02-17,28.478269577026367,28.712191735645902,28.275536812930167,28.402522690545037,252609600
2015-02-18,28.676549911499023,28.689916311182564,28.393615320435757,28.43371621918115,179566800
2015-02-19,28.616395950317383,28.74561013827924,28.58966315259746,28.623079149747365,149449600
2015-02-20,28.850322723388672,28.850322723388672,28.527288901730635,28.65427311051378,195793600
2015-02-23,29.630054473876953,29.630054473876953,28.885962192416436,28.966163979599486,283896400
2015-02-24,29.445144653320312,29.763725201645627,29.222362289234308,29.61668802549548,276912400
2015-02-25,28.692140579223633,29.318161908432362,28.54955999520564,29.309248709774774,298846800
2015-02-26,29.055273056030273,29.15552443150277,28.206472864633636,28.6921367455127,365150000
2015-02-27,28.618623733520508,29.088694653566876,28.569611341903233,28.96170707545237,248059200
2015-03-02,28.758975982666016,29.02408755290836,28.582979402087506,28.79462197853155,192386800
2015-03-03,28.81913185119629,28.854777851607913,28.536197246937284,28.73002024955693,151265200
2015-03-04,28.636449813842773,28.863688826476082,28.587440810519748,28.76121082035997,126665200
2015-03-05,28.161914825439453,28.683224655756852,28.017105972675417,28.645352068021506,226068400
2015-03-06,28.204246520996094,28.82135291218888,28.128501334221365,28.605253750386986,291368400
2015-03-09,28.324548721313477,28.865911616282308,27.861161011018062,28.507230185990295,354114000
2015-03-10,27.738636016845703,28.342376093308992,27.580460722985116,28.16192290025722,275426400
2015-03-11,27.2329158782959,27.796554990966435,27.203954782675737,27.79210009152278,275756000
2015-03-12,27.725257873535156,27.825510933118903,27.097011825648078,27.24850386483971,193450800
2015-03-13,27.533674240112305,27.93691151412866,27.30866525427582,27.71412912836957,207309200
2015-03-16,27.83665657043457,27.83665657043457,27.373270530624637,27.598279501504912,143497200
2015-03-17,28.302263259887695,28.364642031195928,27.992596002540367,28.04829157687901,204092400
2015-03-18,28.62085723876953,28.77457764962221,28.15301450538153,28.293366815489446,261083600
2015-03-19,28.40475845336914,28.794627687042833,28.38248055138392,28.68323647742178,183238000
2015-03-20,28.048295974731445,28.605250105751843,27.8834375247543,28.57183411566441,274780400
2015-03-23,28.34014320373535,28.482723775101412,28.186422834730436,28.32009360761879,150838800
2015-03-24,28.22429656982422,28.525050703803593,28.19533377641262,28.344599243232636,131369200
2015-03-25,27.486886978149414,28.253258840820795,27.486886978149414,28.190880051941875,206620800
2015-03-26,27.678476333618164,27.821056889514004,27.313113446673285,27.348759435494394,190291600
2015-03-27,27.457927703857422,27.780961467554363,27.382182512251926,27.75200037071014,158184800
2015-03-30,28.153011322021484,28.1596945217907,27.625016444221654,27.636156243633515,188398800
2015-03-31,27.720806121826172,28.179737189841585,27.70521142630218,28.090623915549788,168362400
2015-04-01,27.680706024169922,27.874527273814653,27.42450599064718,27.80769189126285,162485600
2015-04-02,27.919092178344727,27.972559482027336,27.66734866129814,27.85448507403473,128880400
2015-04-06,28.371334075927734,28.40698007047401,27.698532075965176,27.729721471345883,148776000
2015-04-07,28.07280158996582,28.54287073770371,28.066118392085766,28.43593617223431,140049200
2015-04-08,27.98146629333496,28.159692875335587,27.84111400730336,28.037161887748322,149316800
2015-04-09,28.195337295532227,28.19979389493384,27.77205213589063,28.037162010668165,129936000
2015-04-10,28.315637588500977,28.340143784052685,27.905718862353325,28.059437534811437,160752000
2015-04-13,28.259944915771484,28.643132585799844,28.20647761981867,28.59857338973223,145460400
