Date,Close,High,Low,Open,Volume,Close_Lag1,Close_Lag7,MA7,MA30,Volatility7,Volatility30,Year,Month,Day,Weekday
2015-02-13,28.311185836791992,28.355741633824508,27.99260695889488,28.355741633824508,217088800,28.17306137084961,26.53114891052246,27.339533397129603,25.38678112030029,0.756835606145949,1.4290137918598418,2015,2,13,4
2015-02-17,28.478269577026367,28.712191735645902,28.275536812930167,28.402522690545037,252609600,28.311185836791992,26.72051239013672,27.590641566685267,25.52735513051351,0.8071499962797142,1.5190460846648088,2015,2,17,1
2015-02-18,28.676549911499023,28.689916311182564,28.393615320435757,28.43371621918115,179566800,28.478269577026367,26.495502471923828,27.902219772338867,25.697321128845214,0.7313511636871264,1.5774995661896798,2015,2,18,2
2015-02-19,28.616395950317383,28.74561013827924,28.58966315259746,28.623079149747365,149449600,28.676549911499023,26.6715087890625,28.18006079537528,25.865207862854003,0.5266681114991622,1.6120038854083514,2015,2,19,3
2015-02-20,28.850322723388672,28.850322723388672,28.527288901730635,28.65427311051378,195793600,28.616395950317383,27.183900833129883,28.418121065412247,26.02987092336019,0.34748701045111513,1.6571108983540563,2015,2,20,4
2015-02-23,29.630054473876953,29.630054473876953,28.885962192416436,28.966163979599486,283896400,28.850322723388672,27.821062088012695,28.676548549107142,26.189901796976724,0.4777190855776499,1.7654316811679753,2015,2,23,0
2015-02-24,29.445144653320312,29.763725201645627,29.222362289234308,29.61668802549548,276912400,29.630054473876953,28.17306137084961,28.858274732317245,26.34288126627604,0.4958768229853106,1.8429765403141625,2015,2,24,1
2015-02-25,28.692140579223633,29.318161908432362,28.54955999520564,29.309248709774774,298846800,29.445144653320312,28.311185836791992,28.912696838378906,26.49117596944173,0.44402043482701253,1.8471912453194526,2015,2,25,2
2015-02-26,29.055273056030273,29.15552443150277,28.206472864633636,28.6921367455127,365150000,28.692140579223633,28.478269577026367,28.995125906808035,26.64440008799235,0.40144820181493374,1.8633492647860566,2015,2,26,3
2015-02-27,28.618623733520508,29.088694653566876,28.569611341903233,28.96170707545237,248059200,29.055273056030273,28.676549911499023,28.98685073852539,26.78617598215739,0.40962336873340616,1.845689362641941,2015,2,27,4
2015-03-02,28.758975982666016,29.02408755290836,28.582979402087506,28.79462197853155,192386800,28.618623733520508,28.616395950317383,29.007219314575195,26.95467300415039,0.3912658574623903,1.7843312647740461,2015,3,2,0
2015-03-03,28.81913185119629,28.854777851607913,28.536197246937284,28.73002024955693,151265200,28.758975982666016,28.850322723388672,29.002763475690568,27.13131472269694,0.3935215367566468,1.6925153770527634,2015,3,3,1
2015-03-04,28.636449813842773,28.863688826476082,28.587440810519748,28.76121082035997,126665200,28.81913185119629,29.630054473876953,28.860819952828543,27.281673622131347,0.2968757192331429,1.614877120970038,2015,3,4,2
2015-03-05,28.161914825439453,28.683224655756852,28.017105972675417,28.645352068021506,226068400,28.636449813842773,29.445144653320312,28.67750140598842,27.41007531483968,0.270987192255196,1.5208389010661305,2015,3,5,3
2015-03-06,28.204246520996094,28.82135291218888,28.128501334221365,28.605253750386986,291368400,28.161914825439453,28.692140579223633,28.60780225481306,27.518806966145835,0.32412817147240186,1.453434443567905,2015,3,6,4
2015-03-09,28.324548721313477,28.865911616282308,27.861161011018062,28.507230185990295,354114000,28.204246520996094,29.055273056030273,28.50341306413923,27.6272585550944,0.26897247493734433,1.384225070687304,2015,3,9,0
2015-03-10,27.738636016845703,28.342376093308992,27.580460722985116,28.16192290025722,275426400,28.324548721313477,28.618623733520508,28.377700533185685,27.715291913350423,0.3862344073012375,1.2991669366407392,2015,3,10,1
2015-03-11,27.2329158782959,27.796554990966435,27.203954782675737,27.79210009152278,275756000,27.738636016845703,28.758975982666016,28.159691946847097,27.8157595316569,0.536583146084757,1.124219829115947,2015,3,11,2
2015-03-12,27.725257873535156,27.825510933118903,27.097011825648078,27.24850386483971,193450800,27.2329158782959,28.81913185119629,28.00342423575265,27.886999893188477,0.4673442039626241,1.0429644153209947,2015,3,12,3
2015-03-13,27.533674240112305,27.93691151412866,27.30866525427582,27.71412912836957,207309200,27.725257873535156,28.636449813842773,27.84588486807687,27.92529951731364,0.3993070537774856,1.006348007798403,2015,3,13,4
